"","Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"67040","Thu","06:43:00",4.678,0.31,238.98,19.8,0,1,17
"67041","Thu","06:44:00",3.9,0.38,239.75,16.4,0,2,18
"67042","Thu","06:45:00",3.368,0.322,240.29,14,0,0,18
"67043","Thu","06:46:00",3.18,0.27,240.73,13.2,0,0,18
"67044","Thu","06:47:00",3.178,0.266,240.65,13.2,0,0,17
"67045","Thu","06:48:00",3.192,0.268,240.94,13.2,0,0,18
"67046","Thu","06:49:00",3.252,0.268,240.98,13.4,0,0,18
"67047","Thu","06:50:00",3.124,0.16,240.73,13,0,0,18
"67048","Thu","06:51:00",2.792,0.122,240.63,11.6,0,0,17
"67049","Thu","06:52:00",2.808,0.124,240.93,11.6,0,0,18
"67050","Thu","06:53:00",2.818,0.126,241.43,11.6,0,0,18
"67051","Thu","06:54:00",2.812,0.126,241.53,11.6,0,0,18
"67052","Thu","06:55:00",2.97,0.122,241.06,12.2,0,0,18
"67053","Thu","06:56:00",3.004,0.118,240.63,12.4,0,0,18
"67054","Thu","06:57:00",2.974,0.118,240.31,12.4,0,0,17
"67055","Thu","06:58:00",2.924,0,241.08,12,0,0,18
"67056","Thu","06:59:00",2.912,0,241.48,12,0,0,18
"67057","Thu","07:00:00",2.708,0,241.55,11.2,0,0,18
"67058","Thu","07:01:00",3.18,0,240.46,13.2,0,0,18
"67059","Thu","07:02:00",3.026,0,240.23,12.6,0,0,17
"67060","Thu","07:03:00",2.992,0,240,12.4,0,0,18
"67061","Thu","07:04:00",2.938,0,239.54,12.2,0,0,17
"67062","Thu","07:05:00",2.93,0,239.8,12.2,0,0,18
"67063","Thu","07:06:00",2.934,0,240.06,12.2,0,0,18
"67064","Thu","07:07:00",2.894,0,239.77,12,0,0,17
"67065","Thu","07:08:00",2.842,0,238.82,11.8,0,0,18
"67066","Thu","07:09:00",2.874,0,240.23,11.8,0,0,18
"67067","Thu","07:10:00",2.36,0,242.68,9.8,0,0,18
"67068","Thu","07:11:00",2.106,0,243.29,8.6,0,0,18
"67069","Thu","07:12:00",2.126,0,242.09,8.8,0,0,18
"67070","Thu","07:13:00",2.108,0,241.56,8.6,0,0,18
"67071","Thu","07:14:00",2.108,0,241.18,8.6,0,0,17
"67072","Thu","07:15:00",2.108,0,240.6,8.8,0,0,18
"67073","Thu","07:16:00",2.12,0,240.61,8.8,0,0,18
"67074","Thu","07:17:00",2.116,0,240.22,8.8,0,0,18
"67075","Thu","07:18:00",2.06,0,239.65,8.6,0,0,17
"67076","Thu","07:19:00",2.586,0,239.34,10.8,0,0,18
"67077","Thu","07:20:00",2.448,0.094,239.06,10.2,0,0,17
"67078","Thu","07:21:00",2.088,0.102,240.27,8.6,0,0,18
"67079","Thu","07:22:00",2.15,0.092,239.63,9,0,0,18
"67080","Thu","07:23:00",2.206,0.09,239.79,9.2,0,0,17
"67081","Thu","07:24:00",2.292,0.18,239.56,9.6,0,0,18
"67082","Thu","07:25:00",2.32,0.22,239.29,9.6,0,0,17
"67083","Thu","07:26:00",2.494,0.212,238.52,10.4,0,0,18
"67084","Thu","07:27:00",2.67,0.214,239.1,11.2,0,0,17
"67085","Thu","07:28:00",3.066,0.212,239.75,12.8,0,0,18
"67086","Thu","07:29:00",2.76,0.214,240.02,11.4,0,0,18
"67087","Thu","07:30:00",3.07,0.222,239.36,12.8,0,0,17
"67088","Thu","07:31:00",3.004,0.162,238.98,12.6,0,0,18
"67089","Thu","07:32:00",3.492,0.114,237.96,14.6,0,0,17
"67090","Thu","07:33:00",3.628,0.114,237.51,15.2,0,0,17
"67091","Thu","07:34:00",3.73,0.114,237.61,15.6,0,0,18
"67092","Thu","07:35:00",4.332,0.228,236.96,18.4,0,0,17
"67093","Thu","07:36:00",3.904,0.108,236.51,16.4,0,0,17
"67094","Thu","07:37:00",3.766,0.11,237.17,15.8,0,0,17
"67095","Thu","07:38:00",5.268,0.102,236.55,23.4,0,0,17
"67096","Thu","07:39:00",7.482,0,233.62,32,0,0,17
"67097","Thu","07:40:00",5.024,0,236.41,21.6,0,0,17
"67098","Thu","07:41:00",3.592,0,237.72,15,0,0,18
"67099","Thu","07:42:00",4.684,0,236.48,19.8,0,0,17
"67100","Thu","07:43:00",4.764,0,236.33,20,0,0,17
"67101","Thu","07:44:00",3.552,0,237.91,14.8,0,0,17
"67102","Thu","07:45:00",3.466,0,236.38,14.6,0,0,17
"67103","Thu","07:46:00",3.286,0,237.14,13.8,0,0,18
"67104","Thu","07:47:00",3.2,0,236.82,13.4,0,0,17
"67105","Thu","07:48:00",3.196,0,236.65,13.4,0,0,17
"67106","Thu","07:49:00",3.332,0,236.21,14,0,0,17
"67107","Thu","07:50:00",3.406,0.166,236.64,14.4,0,0,17
"67108","Thu","07:51:00",3.184,0.154,236.56,13.4,0,0,17
"67109","Thu","07:52:00",2.96,0.146,236.3,12.4,0,0,18
"67110","Thu","07:53:00",2.874,0.086,236.54,12,0,0,17
"67111","Thu","07:54:00",2.58,0,236.75,10.8,0,0,17
"67112","Thu","07:55:00",2.566,0,236.46,10.8,0,0,17
"67113","Thu","07:56:00",2.546,0,235.46,10.8,0,0,17
"67114","Thu","07:57:00",2.634,0.046,236.31,11,0,0,17
"67115","Thu","07:58:00",2.678,0.102,236.8,11.2,0,0,17
"67116","Thu","07:59:00",2.686,0.1,236.51,11.2,0,0,18
"67117","Thu","08:00:00",2.832,0.22,235.97,12,0,0,17
"67118","Thu","08:01:00",2.744,0.194,235.22,11.6,0,0,17
"67119","Thu","08:02:00",2.728,0.196,235.77,11.6,0,0,17
"67120","Thu","08:03:00",2.708,0.192,234.86,11.4,0,0,17
"67121","Thu","08:04:00",2.694,0.19,234.29,11.4,0,0,16
"67122","Thu","08:05:00",2.788,0.186,233.78,11.8,0,0,17
"67123","Thu","08:06:00",2.812,0.188,234.29,12,0,0,17
"67124","Thu","08:07:00",2.82,0.2,234.31,12,0,0,17
"67125","Thu","08:08:00",2.886,0.214,233.84,12.4,0,0,17
"67126","Thu","08:09:00",4.116,0.194,233.05,17.6,2,0,16
"67127","Thu","08:10:00",2.878,0.2,234.55,12.2,1,0,17
"67128","Thu","08:11:00",2.86,0.196,233.91,12.2,1,0,17
"67129","Thu","08:12:00",2.766,0.198,234.08,11.8,1,0,17
"67130","Thu","08:13:00",2.66,0.17,234.31,11.4,2,0,17
"67131","Thu","08:14:00",2.516,0,235.01,10.6,1,0,17
"67132","Thu","08:15:00",2.698,0.174,235.51,11.4,1,0,17
"67133","Thu","08:16:00",2.99,0.186,237.83,12.6,1,0,17
"67134","Thu","08:17:00",2.632,0.08,238.63,11,1,0,17
"67135","Thu","08:18:00",2.664,0,238.59,11,2,0,18
"67136","Thu","08:19:00",2.712,0,238.06,11.4,1,0,17
"67137","Thu","08:20:00",2.702,0,238.42,11.2,1,0,18
"67138","Thu","08:21:00",2.906,0,238.67,12.2,1,0,17
"67139","Thu","08:22:00",3.246,0,238.01,13.8,2,0,18
"67140","Thu","08:23:00",2.774,0,237.86,11.6,1,0,17
"67141","Thu","08:24:00",2.768,0,237.86,11.6,1,0,17
"67142","Thu","08:25:00",2.774,0,238.23,11.6,1,0,18
"67143","Thu","08:26:00",2.75,0,237.47,11.6,1,0,17
"67144","Thu","08:27:00",2.744,0,238.13,11.4,1,0,17
"67145","Thu","08:28:00",2.764,0,237.45,11.6,1,0,18
"67146","Thu","08:29:00",4.348,0,236.19,18.8,27,0,17
"67147","Thu","08:30:00",4.982,0,236.12,21,38,0,17
"67148","Thu","08:31:00",4.966,0,235.88,21,37,0,17
"67149","Thu","08:32:00",5.02,0,235.42,21.2,37,0,17
"67150","Thu","08:33:00",4.978,0,235.49,21,38,0,17
"67151","Thu","08:34:00",4.866,0,234.55,20.6,37,0,17
"67152","Thu","08:35:00",4.84,0,235.38,20.4,37,0,17
"67153","Thu","08:36:00",4.888,0,236.07,20.6,37,0,17
"67154","Thu","08:37:00",5.176,0,234.84,22,37,0,17
"67155","Thu","08:38:00",4.506,0,234.93,19,37,0,17
"67156","Thu","08:39:00",4.608,0.048,235,19.6,37,0,17
"67157","Thu","08:40:00",4.718,0.088,234.17,20,37,0,16
"67158","Thu","08:41:00",4.7,0.086,233.91,20,37,0,17
"67159","Thu","08:42:00",4.672,0.09,235.15,19.8,37,0,17
"67160","Thu","08:43:00",2.62,0.11,237.55,11,2,0,17
"67161","Thu","08:44:00",2.588,0.182,237.12,11,1,0,18
"67162","Thu","08:45:00",2.758,0.42,236.48,11.8,1,1,17
"67163","Thu","08:46:00",2.904,0.408,237.01,12.2,2,1,17
"67164","Thu","08:47:00",2.906,0.4,236.94,12.2,1,1,17
"67165","Thu","08:48:00",2.98,0.482,236.67,12.6,1,2,18
"67166","Thu","08:49:00",2.984,0.5,237,12.6,1,1,17
"67167","Thu","08:50:00",2.968,0.494,236.34,12.6,1,1,17
"67168","Thu","08:51:00",2.956,0.488,235.65,12.6,2,2,17
"67169","Thu","08:52:00",2.96,0.49,235.71,12.6,1,1,17
"67170","Thu","08:53:00",2.962,0.492,235.82,12.6,1,2,17
"67171","Thu","08:54:00",2.898,0.464,235.85,12.4,1,1,17
"67172","Thu","08:55:00",3.248,0.19,235.92,14,1,1,17
"67173","Thu","08:56:00",2.746,0.194,236.25,11.6,2,2,17
"67174","Thu","08:57:00",2.744,0.192,236.13,11.6,1,1,17
"67175","Thu","08:58:00",2.754,0.196,236.76,11.6,1,1,18
"67176","Thu","08:59:00",2.664,0.176,236.91,11.2,1,2,17
"67177","Thu","09:00:00",3.26,0.136,236.02,14,1,1,17
"67178","Thu","09:01:00",2.402,0.104,237.23,10,2,1,17
"67179","Thu","09:02:00",2.406,0.106,237.48,10,1,2,17
"67180","Thu","09:03:00",2.41,0.108,237.82,10,1,1,18
"67181","Thu","09:04:00",2.164,0.106,237.98,9.2,1,1,17
"67182","Thu","09:05:00",1.906,0.104,238.35,8,1,1,18
"67183","Thu","09:06:00",1.898,0.102,237.72,8,2,2,17
"67184","Thu","09:07:00",1.904,0.104,237.89,8,1,1,17
"67185","Thu","09:08:00",1.908,0.104,238.19,8,1,1,18
"67186","Thu","09:09:00",1.902,0.104,237.85,8,1,1,17
"67187","Thu","09:10:00",1.904,0.104,237.88,8,1,1,17
"67188","Thu","09:11:00",1.896,0.102,237.5,8,2,2,18
"67189","Thu","09:12:00",1.9,0.102,237.7,8,1,1,17
"67190","Thu","09:13:00",1.85,0,237.38,7.8,1,0,17
"67191","Thu","09:14:00",1.84,0,238.28,7.6,1,0,18
"67192","Thu","09:15:00",1.83,0,237.77,7.6,1,0,17
"67193","Thu","09:16:00",1.83,0,237.68,7.6,2,0,17
"67194","Thu","09:17:00",1.81,0,237.45,7.6,1,0,18
"67195","Thu","09:18:00",1.658,0,237.34,7,1,0,17
"67196","Thu","09:19:00",1.654,0,237.28,6.8,1,0,17
"67197","Thu","09:20:00",1.722,0.056,236.79,7.2,2,0,17
"67198","Thu","09:21:00",1.76,0.114,237.17,7.4,1,0,18
"67199","Thu","09:22:00",1.768,0.116,237.31,7.4,1,0,17
"67200","Thu","09:23:00",1.766,0.116,237.3,7.4,1,0,17
"67201","Thu","09:24:00",1.842,0.118,237.74,7.8,1,0,17
"67202","Thu","09:25:00",1.678,0.128,237.89,7,2,0,18
"67203","Thu","09:26:00",1.444,0.12,237.6,6,1,0,17
"67204","Thu","09:27:00",1.444,0.122,237.92,6,1,0,17
"67205","Thu","09:28:00",1.448,0.124,238.27,6,1,0,18
"67206","Thu","09:29:00",1.444,0.122,238.1,6,2,0,17
"67207","Thu","09:30:00",1.448,0.124,238.54,6,1,0,18
"67208","Thu","09:31:00",1.444,0.126,238.71,6,1,0,17
"67209","Thu","09:32:00",1.434,0.122,238.06,6,1,0,18
"67210","Thu","09:33:00",1.518,0.216,237.85,6.4,1,0,17
"67211","Thu","09:34:00",1.49,0.256,237.55,6.2,1,0,17
"67212","Thu","09:35:00",1.474,0.248,237.38,6.2,1,0,17
"67213","Thu","09:36:00",1.458,0.246,237.49,6.2,1,0,18
"67214","Thu","09:37:00",1.518,0.234,237.46,6.4,1,0,17
"67215","Thu","09:38:00",1.444,0.116,238.82,6,1,0,18
"67216","Thu","09:39:00",1.43,0.098,238.51,6,2,0,17
"67217","Thu","09:40:00",1.418,0.094,238.16,5.8,1,0,17
"67218","Thu","09:41:00",1.42,0.094,238.16,5.8,1,0,18
"67219","Thu","09:42:00",1.416,0.094,238.1,5.8,1,0,17
"67220","Thu","09:43:00",1.406,0.092,237.5,5.8,1,0,17
"67221","Thu","09:44:00",1.384,0.104,237.39,5.8,1,0,18
"67222","Thu","09:45:00",1.348,0.076,238.03,5.6,1,0,17
"67223","Thu","09:46:00",1.3,0,238.16,5.4,1,0,17
"67224","Thu","09:47:00",1.332,0,238.27,5.6,1,0,18
"67225","Thu","09:48:00",2.402,0,236.87,11,17,0,17
"67226","Thu","09:49:00",3.496,0,235.98,14.8,37,0,17
"67227","Thu","09:50:00",3.492,0,235.93,14.8,37,0,17
"67228","Thu","09:51:00",3.502,0,236.29,14.8,38,0,17
"67229","Thu","09:52:00",3.494,0,235.84,14.8,37,0,17
"67230","Thu","09:53:00",3.486,0,235.61,14.8,37,0,17
"67231","Thu","09:54:00",3.492,0,236,14.8,37,0,18
"67232","Thu","09:55:00",3.504,0,236.53,14.8,37,0,17
"67233","Thu","09:56:00",3.518,0,237.18,14.8,38,0,17
"67234","Thu","09:57:00",3.52,0,236.98,14.8,38,0,17
"67235","Thu","09:58:00",3.51,0,236.81,14.8,37,0,17
"67236","Thu","09:59:00",3.502,0,236.86,14.6,37,0,18
"67237","Thu","10:00:00",3.52,0,237.37,14.8,38,0,17
"67238","Thu","10:01:00",3.508,0,237.14,14.8,37,0,17
"67239","Thu","10:02:00",3.5,0,236.93,14.6,37,0,17
"67240","Thu","10:03:00",2.368,0.114,237.16,11,19,0,17
"67241","Thu","10:04:00",1.376,0.112,237.75,5.8,0,0,18
"67242","Thu","10:05:00",1.38,0.116,238.34,5.8,0,0,17
"67243","Thu","10:06:00",1.378,0.12,237.81,5.8,0,0,18
"67244","Thu","10:07:00",1.394,0.148,237.15,5.8,0,0,17
"67245","Thu","10:08:00",1.372,0.116,236.94,5.8,1,0,17
"67246","Thu","10:09:00",1.358,0.108,236.76,5.6,0,0,17
"67247","Thu","10:10:00",1.356,0.11,236.83,5.6,0,0,17
"67248","Thu","10:11:00",1.348,0.106,236.06,5.6,0,0,17
"67249","Thu","10:12:00",1.352,0.108,236.58,5.6,0,0,18
"67250","Thu","10:13:00",1.348,0.106,236.21,5.6,0,0,17
"67251","Thu","10:14:00",1.362,0.112,237.57,5.6,0,0,17
"67252","Thu","10:15:00",1.358,0.11,237.39,5.6,0,0,17
"67253","Thu","10:16:00",1.362,0.112,237.72,5.6,0,0,18
"67254","Thu","10:17:00",1.368,0.116,238.37,5.6,0,0,17
"67255","Thu","10:18:00",1.344,0.074,238.78,5.6,0,0,18
"67256","Thu","10:19:00",1.282,0,238.9,5.2,0,0,17
"67257","Thu","10:20:00",1.322,0,239.14,5.4,0,0,18
"67258","Thu","10:21:00",1.36,0.09,239.1,5.6,0,0,17
"67259","Thu","10:22:00",1.348,0.086,238.03,5.6,0,0,17
"67260","Thu","10:23:00",1.352,0.086,238.23,5.6,0,0,18
"67261","Thu","10:24:00",1.356,0.088,238.8,5.6,0,0,17
"67262","Thu","10:25:00",1.356,0.088,238.89,5.6,0,0,18
"67263","Thu","10:26:00",1.352,0.088,238.55,5.6,0,0,17
"67264","Thu","10:27:00",1.356,0.09,239.25,5.6,0,0,18
"67265","Thu","10:28:00",1.352,0.088,238.81,5.6,0,0,17
"67266","Thu","10:29:00",1.344,0.086,238.3,5.6,0,0,18
"67267","Thu","10:30:00",1.344,0.086,238.25,5.6,0,0,17
"67268","Thu","10:31:00",1.342,0.086,238.25,5.6,0,0,17
"67269","Thu","10:32:00",1.288,0,238.14,5.4,0,0,18
"67270","Thu","10:33:00",1.266,0,237.4,5.2,0,0,17
"67271","Thu","10:34:00",1.262,0,237.05,5.2,0,0,17
"67272","Thu","10:35:00",1.276,0,238.34,5.2,0,0,18
"67273","Thu","10:36:00",1.278,0,238.57,5.2,0,0,17
"67274","Thu","10:37:00",1.286,0,238.52,5.4,0,0,18
"67275","Thu","10:38:00",1.31,0,238.69,5.4,0,0,17
"67276","Thu","10:39:00",1.28,0,238.66,5.2,0,0,18
"67277","Thu","10:40:00",1.286,0,239.26,5.4,0,0,17
"67278","Thu","10:41:00",1.284,0,239.18,5.4,0,0,18
"67279","Thu","10:42:00",1.29,0,239.65,5.4,0,0,17
"67280","Thu","10:43:00",1.302,0,239.11,5.4,0,0,18
"67281","Thu","10:44:00",1.392,0.118,239.06,5.8,0,0,17
"67282","Thu","10:45:00",1.4,0.122,239.87,5.8,0,0,18
"67283","Thu","10:46:00",1.394,0.122,239.69,5.8,0,0,17
"67284","Thu","10:47:00",1.4,0.124,240.31,5.8,0,0,18
"67285","Thu","10:48:00",1.402,0.126,240.65,5.8,0,0,18
"67286","Thu","10:49:00",1.406,0.128,241.27,5.8,0,0,18
"67287","Thu","10:50:00",1.406,0.13,241.42,5.8,0,0,18
"67288","Thu","10:51:00",1.4,0.128,240.88,5.8,0,0,17
"67289","Thu","10:52:00",1.41,0.128,241.1,5.8,0,0,18
"67290","Thu","10:53:00",1.406,0.128,241,5.8,0,0,18
"67291","Thu","10:54:00",1.396,0.124,240.19,5.8,0,0,18
"67292","Thu","10:55:00",1.386,0.122,239.64,5.8,0,0,17
"67293","Thu","10:56:00",1.366,0.114,238.13,5.6,0,0,18
"67294","Thu","10:57:00",1.37,0.116,238.56,5.6,0,0,17
"67295","Thu","10:58:00",1.372,0.116,238.76,5.6,0,0,18
"67296","Thu","10:59:00",1.328,0.05,239.18,5.4,0,0,17
"67297","Thu","11:00:00",1.28,0,238.74,5.2,0,0,17
"67298","Thu","11:01:00",1.276,0,238.44,5.2,0,0,18
"67299","Thu","11:02:00",1.282,0,238.95,5.2,0,0,17
"67300","Thu","11:03:00",1.278,0,238.52,5.2,0,0,18
"67301","Thu","11:04:00",1.27,0,237.86,5.2,0,0,17
"67302","Thu","11:05:00",1.27,0,237.69,5.2,0,0,18
"67303","Thu","11:06:00",1.274,0,238.16,5.2,0,0,17
"67304","Thu","11:07:00",1.328,0,238.37,5.6,0,0,17
"67305","Thu","11:08:00",1.364,0.09,239,5.6,0,0,18
"67306","Thu","11:09:00",1.366,0.09,239.1,5.6,0,0,17
"67307","Thu","11:10:00",1.362,0.09,238.87,5.6,0,0,18
"67308","Thu","11:11:00",1.364,0.09,239.12,5.6,0,0,17
"67309","Thu","11:12:00",1.364,0.09,239.23,5.6,0,0,18
"67310","Thu","11:13:00",1.36,0.09,238.87,5.6,0,0,17
"67311","Thu","11:14:00",1.354,0.088,238.7,5.6,0,0,18
"67312","Thu","11:15:00",1.43,0.198,237.86,6,0,0,17
"67313","Thu","11:16:00",1.422,0.204,237.83,6,0,2,17
"67314","Thu","11:17:00",1.418,0.204,237.83,6,0,1,18
"67315","Thu","11:18:00",1.402,0.176,238.13,5.8,0,1,17
"67316","Thu","11:19:00",1.362,0.106,238.75,5.6,0,2,18
"67317","Thu","11:20:00",1.358,0.104,238.35,5.6,0,1,17
"67318","Thu","11:21:00",1.364,0.108,238.95,5.6,0,2,18
"67319","Thu","11:22:00",1.37,0.108,238.83,5.6,0,1,17
"67320","Thu","11:23:00",1.366,0.106,238.4,5.6,0,1,17
"67321","Thu","11:24:00",1.398,0.126,238.99,5.8,0,2,18
"67322","Thu","11:25:00",1.484,0.242,239.32,6.2,0,1,18
"67323","Thu","11:26:00",1.474,0.238,238.87,6.2,0,2,17
"67324","Thu","11:27:00",1.478,0.242,239.49,6.2,0,1,18
"67325","Thu","11:28:00",1.488,0.248,240.61,6.2,0,1,17
"67326","Thu","11:29:00",1.49,0.25,241.02,6.2,0,2,18
"67327","Thu","11:30:00",1.476,0.246,240.24,6.2,0,1,18
"67328","Thu","11:31:00",1.476,0.25,240.92,6.2,0,1,18
"67329","Thu","11:32:00",1.468,0.246,240.32,6.2,0,1,17
"67330","Thu","11:33:00",1.464,0.244,240.03,6.2,0,2,18
"67331","Thu","11:34:00",1.462,0.244,240.01,6,0,1,18
"67332","Thu","11:35:00",1.458,0.244,239.9,6,0,1,17
"67333","Thu","11:36:00",1.45,0.238,239.08,6,0,1,18
"67334","Thu","11:37:00",1.452,0.238,238.84,6,0,2,17
"67335","Thu","11:38:00",1.446,0.236,238.42,6,0,1,18
"67336","Thu","11:39:00",1.44,0.232,237.9,6,0,1,17
"67337","Thu","11:40:00",1.378,0.14,238.37,5.8,0,1,17
"67338","Thu","11:41:00",1.352,0.104,238.42,5.6,0,1,18
"67339","Thu","11:42:00",1.35,0.104,238.11,5.6,0,2,17
"67340","Thu","11:43:00",1.348,0.096,238.53,5.6,0,1,18
"67341","Thu","11:44:00",1.28,0,238.17,5.4,0,0,17
"67342","Thu","11:45:00",1.276,0,238.43,5.2,0,0,17
"67343","Thu","11:46:00",1.28,0,238.85,5.2,0,0,18
"67344","Thu","11:47:00",1.29,0,239.86,5.4,0,0,18
"67345","Thu","11:48:00",1.29,0,239.75,5.4,0,0,17
"67346","Thu","11:49:00",1.292,0,239.88,5.4,0,0,18
"67347","Thu","11:50:00",1.292,0,239.92,5.4,0,0,17
"67348","Thu","11:51:00",1.302,0,240.82,5.4,0,0,18
"67349","Thu","11:52:00",1.306,0,240.54,5.4,0,0,18
"67350","Thu","11:53:00",1.292,0,239.26,5.4,0,0,17
"67351","Thu","11:54:00",1.378,0.072,240.71,5.8,0,0,18
"67352","Thu","11:55:00",1.39,0.1,241.46,5.6,0,0,18
"67353","Thu","11:56:00",1.384,0.098,241.06,5.6,0,0,18
"67354","Thu","11:57:00",1.392,0.1,241.62,5.6,0,0,18
"67355","Thu","11:58:00",1.386,0.1,241.65,5.6,0,0,18
"67356","Thu","11:59:00",1.37,0.094,240.38,5.6,0,0,17
"67357","Thu","12:00:00",1.36,0.09,239.57,5.6,0,0,18
"67358","Thu","12:01:00",1.36,0.092,239.84,5.6,0,0,18
"67359","Thu","12:02:00",1.364,0.094,240.16,5.6,0,0,17
"67360","Thu","12:03:00",1.362,0.094,240.03,5.6,0,0,18
"67361","Thu","12:04:00",1.37,0.096,240.87,5.6,0,0,18
"67362","Thu","12:05:00",1.362,0.06,240.89,5.6,0,0,17
"67363","Thu","12:06:00",1.402,0.122,240.03,5.8,0,0,18
"67364","Thu","12:07:00",1.406,0.122,239.96,5.8,0,0,18
"67365","Thu","12:08:00",1.402,0.122,239.85,5.8,0,0,17
"67366","Thu","12:09:00",1.404,0.124,240.33,5.8,0,0,18
"67367","Thu","12:10:00",1.398,0.122,240.04,5.8,0,0,18
"67368","Thu","12:11:00",1.4,0.126,240.82,5.8,0,0,17
"67369","Thu","12:12:00",1.392,0.122,240.14,5.8,0,0,18
"67370","Thu","12:13:00",1.384,0.12,239.51,5.8,0,0,18
"67371","Thu","12:14:00",1.39,0.122,240.31,5.8,0,0,17
"67372","Thu","12:15:00",1.39,0.124,240.32,5.8,0,0,18
"67373","Thu","12:16:00",1.386,0.122,239.93,5.8,0,0,18
"67374","Thu","12:17:00",1.096,0.128,240.77,5,0,0,13
"67375","Thu","12:18:00",0.326,0.136,241.03,1.4,0,0,0
"67376","Thu","12:19:00",0.326,0.136,241.12,1.4,0,0,0
"67377","Thu","12:20:00",0.326,0.134,240.62,1.4,0,0,0
"67378","Thu","12:21:00",0.262,0.046,240.8,1.2,0,0,0
"67379","Thu","12:22:00",0.23,0,240.13,1,0,0,0
"67380","Thu","12:23:00",0.23,0,240.02,1,0,0,0
"67381","Thu","12:24:00",0.23,0,240.29,1,0,0,0
"67382","Thu","12:25:00",0.23,0,240.12,1,0,0,0
"67383","Thu","12:26:00",0.23,0,240.44,1,0,0,0
"67384","Thu","12:27:00",0.232,0,241.37,1,0,0,0
"67385","Thu","12:28:00",0.232,0,240.88,1,0,0,0
"67386","Thu","12:29:00",0.232,0,240.69,1,0,0,0
"67387","Thu","12:30:00",0.23,0,240.53,1,0,0,0
"67388","Thu","12:31:00",0.232,0,240.86,1,0,0,0
"67389","Thu","12:32:00",0.232,0,241.09,1,0,0,0
"67390","Thu","12:33:00",0.232,0,240.89,1,0,0,0
"67391","Thu","12:34:00",0.234,0,241.73,1,0,0,0
"67392","Thu","12:35:00",0.234,0,241.73,1,0,0,0
"67393","Thu","12:36:00",0.232,0,240.81,1,0,0,0
"67394","Thu","12:37:00",0.232,0,241.28,1,0,0,0
"67395","Thu","12:38:00",0.234,0,241.36,1,0,0,0
"67396","Thu","12:39:00",0.232,0,241.29,1,0,0,0
"67397","Thu","12:40:00",0.258,0,241.52,1.2,0,0,0
"67398","Thu","12:41:00",0.31,0.11,241.68,1.4,0,0,0
"67399","Thu","12:42:00",0.31,0.11,241.81,1.4,0,0,0
"67400","Thu","12:43:00",0.312,0.114,242.6,1.4,0,0,0
"67401","Thu","12:44:00",0.312,0.114,242.79,1.4,0,0,0
"67402","Thu","12:45:00",0.31,0.11,241.72,1.4,0,0,0
"67403","Thu","12:46:00",0.368,0.168,241.22,1.8,0,0,0
"67404","Thu","12:47:00",0.416,0.238,240.73,2,0,0,0
"67405","Thu","12:48:00",0.408,0.236,240.18,2,0,0,0
"67406","Thu","12:49:00",0.408,0.24,240.85,2,0,0,0
"67407","Thu","12:50:00",0.408,0.246,241.96,2,0,0,0
"67408","Thu","12:51:00",0.404,0.242,241.97,2,0,0,0
"67409","Thu","12:52:00",0.334,0.14,241.7,1.4,0,0,0
"67410","Thu","12:53:00",0.334,0.14,241.46,1.4,0,0,0
"67411","Thu","12:54:00",0.332,0.14,241.55,1.4,0,0,0
"67412","Thu","12:55:00",0.332,0.142,241.69,1.4,0,0,0
"67413","Thu","12:56:00",0.33,0.138,241,1.4,0,0,0
"67414","Thu","12:57:00",0.33,0.14,241.44,1.4,0,0,0
"67415","Thu","12:58:00",0.328,0.14,241.43,1.4,0,0,0
"67416","Thu","12:59:00",0.33,0.144,241.87,1.4,0,0,0
"67417","Thu","13:00:00",0.328,0.144,241.75,1.4,0,0,0
"67418","Thu","13:01:00",0.328,0.142,241.64,1.4,0,0,0
"67419","Thu","13:02:00",0.258,0,242.02,1.2,0,0,0
"67420","Thu","13:03:00",0.234,0,241.53,1,0,0,0
"67421","Thu","13:04:00",0.232,0,241.24,1,0,0,0
"67422","Thu","13:05:00",0.234,0,241.48,1,0,0,0
"67423","Thu","13:06:00",0.232,0,240.55,1,0,0,0
"67424","Thu","13:07:00",0.232,0,240.42,1,0,0,0
"67425","Thu","13:08:00",0.23,0,239.88,1,0,0,0
"67426","Thu","13:09:00",0.23,0,239.49,1,0,0,0
"67427","Thu","13:10:00",0.228,0,238.82,1,0,0,0
"67428","Thu","13:11:00",0.228,0,238.19,1,0,0,0
"67429","Thu","13:12:00",0.228,0,238.19,1,0,0,0
"67430","Thu","13:13:00",0.228,0,238.58,1,0,0,0
"67431","Thu","13:14:00",0.228,0,238.71,1,0,0,0
"67432","Thu","13:15:00",0.228,0,238.24,1,0,0,0
"67433","Thu","13:16:00",0.228,0,238.77,1,0,0,0
"67434","Thu","13:17:00",0.23,0,239.4,1,0,0,0
"67435","Thu","13:18:00",0.23,0,239.48,1,0,0,0
"67436","Thu","13:19:00",0.23,0,239.56,1,0,0,0
"67437","Thu","13:20:00",0.23,0,239.85,1,0,0,0
"67438","Thu","13:21:00",0.232,0,240.43,1,0,0,0
"67439","Thu","13:22:00",0.24,0,240.47,1,0,0,0
"67440","Thu","13:23:00",0.238,0,240.47,1,0,0,0
"67441","Thu","13:24:00",0.238,0,240.5,1,0,0,0
